,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence,music_genre
15667,0.614,0.711,0.4629999999999999,0.125,0.364,-9.733,1,47.0,0.0361,90.03399999999999,0.65,Alternative
17925,0.0253,0.347,0.836,5.7e-05,0.305,-6.144,1,52.0,0.363,86.397,0.1369999999999999,Alternative
18943,0.772,0.645,0.364,0.0,0.114,-9.699,1,48.0,0.429,91.564,0.5,Alternative
19136,0.652,0.682,0.406,0.00814,0.0863,-9.442,0,47.0,0.0663,110.99799999999999,0.156,Alternative
15434,0.0252,0.585,0.782,0.0,0.108,-4.361000000000001,1,39.0,0.0461,133.011,0.591,Alternative
19463,0.0121,0.2689999999999999,0.903,4.14e-05,0.0971,-5.705,0,49.0,0.175,149.757,0.0967,Alternative
17067,0.000341,0.434,0.893,2.25e-06,0.124,-3.437,1,54.0,0.0447,95.54299999999999,0.441,Alternative
15210,2.77e-05,0.47,0.845,0.3289999999999999,0.0678,-5.642,0,43.0,0.0286,160.018,0.371,Alternative
15620,0.00325,0.547,0.718,0.672,0.0718,-8.309,0,44.0,0.0269,137.97799999999998,0.868,Alternative
15332,0.143,0.677,0.0484,0.000496,0.125,-14.166,1,38.0,0.401,140.374,0.2769999999999999,Alternative
18806,0.693,0.434,0.653,0.0421,0.177,-6.968999999999999,1,48.0,0.0324,105.09,0.625,Alternative
19812,0.245,0.8759999999999999,0.807,0.0,0.125,-4.466,1,51.0,0.18,135.754,0.691,Alternative
19417,0.0344,0.262,0.871,0.0,0.28,-3.5,1,52.0,0.0709,93.999,0.503,Alternative
15194,0.111,0.8190000000000001,0.442,0.0,0.0961,-7.66,0,37.0,0.406,145.976,0.758,Alternative
15151,0.2769999999999999,0.605,0.674,0.000275,0.109,-7.434,0,42.0,0.0409999999999999,154.954,0.55,Alternative
17842,0.0193,0.248,0.6970000000000001,9.5e-06,0.4429999999999999,-5.862,0,58.0,0.0413,144.197,0.1159999999999999,Alternative
18360,0.0406,0.3289999999999999,0.8190000000000001,3.21e-06,0.098,-4.504,1,43.0,0.0698,77.568,0.38,Alternative
18184,0.000214,0.56,0.975,0.0479,0.3389999999999999,-3.788,0,44.0,0.0641,90.95700000000001,0.6729999999999999,Alternative
15436,0.359,0.604,0.204,0.0829,0.111,-22.191,0,47.0,0.0316,167.335,0.805,Alternative
17315,0.482,0.397,0.449,8e-05,0.818,-13.376,0,54.0,0.386,125.344,0.374,Alternative
16364,0.0301,0.271,0.624,0.0032,0.0737,-6.733,1,50.0,0.0309,74.611,0.242,Alternative
17565,0.00934,0.213,0.4589999999999999,0.0223,0.41,-9.873,0,43.0,0.0448,85.10799999999999,0.0726,Alternative
19695,0.0263,0.54,0.78,7.12e-06,0.35,-5.872000000000001,0,55.0,0.0418,144.011,0.514,Alternative
19441,0.958,0.525,0.366,0.7509999999999999,0.1369999999999999,-16.488,0,53.0,0.0718,179.956,0.0785,Alternative
17157,7.15e-05,0.313,0.958,0.000213,0.336,-3.157,0,42.0,0.133,159.886,0.445,Alternative
15446,0.519,0.4029999999999999,0.498,0.0,0.267,-6.888,0,53.0,0.0332,128.192,0.351,Alternative
17104,0.0529,0.391,0.898,0.0,0.0621,-2.9530000000000003,0,41.0,0.076,179.93599999999998,0.638,Alternative
17556,0.237,0.5489999999999999,0.884,4.58e-05,0.0878,-5.031000000000001,0,44.0,0.104,188.195,0.556,Alternative
17176,0.0418,0.722,0.894,0.00374,0.11,-5.903,0,57.0,0.0325,113.00299999999999,0.396,Alternative
19355,0.0133,0.545,0.962,0.0,0.059,-4.552,0,49.0,0.14,160.017,0.539,Alternative
17548,0.618,0.53,0.524,0.00322,0.177,-7.865,0,43.0,0.0326,109.988,0.441,Alternative
17021,0.349,0.624,0.8959999999999999,0.0,0.969,-7.915,0,48.0,0.451,95.97,0.652,Alternative
19418,0.0065099999999999,0.5760000000000001,0.959,2.25e-05,0.324,-2.397,1,43.0,0.0855,95.04700000000001,0.573,Alternative
18289,0.1159999999999999,0.264,0.838,0.0002299999999999,0.11,-2.693,0,51.0,0.0401,171.283,0.72,Alternative
19386,5e-05,0.496,0.825,0.759,0.0379,-4.445,0,45.0,0.0631,147.158,0.5820000000000001,Alternative
15889,0.00268,0.364,0.8109999999999999,0.0093,0.106,-7.237,0,49.0,0.0621,120.758,0.151,Alternative
17993,0.00839,0.557,0.34,0.0,0.0899,-3.965,0,51.0,0.0293,110.086,0.0585,Alternative
17496,0.000151,0.602,0.8370000000000001,0.0,0.221,-5.962999999999999,1,43.0,0.0537,140.072,0.461,Alternative
17713,0.0269,0.573,0.8290000000000001,0.0,0.113,-5.606,0,43.0,0.0408,128.039,0.397,Alternative
15715,0.00316,0.291,0.866,5.17e-06,0.336,-5.882999999999999,0,44.0,0.0594,200.11,0.248,Alternative
17532,0.1689999999999999,0.645,0.941,0.0,0.251,-3.425,1,65.0,0.0448,106.015,0.8809999999999999,Alternative
16529,0.00595,0.57,0.89,0.0112,0.226,-4.447,0,54.0,0.0559,137.04,0.885,Alternative
16249,0.00171,0.598,0.934,0.0528,0.0337,-3.528,0,53.0,0.0784,106.036,0.6579999999999999,Alternative
16482,0.000595,0.557,0.8859999999999999,9.84e-05,0.0904,-4.196000000000001,1,66.0,0.0498,114.025,0.17,Alternative
17882,0.00343,0.3379999999999999,0.8059999999999999,0.0,0.144,-7.417000000000001,1,58.0,0.0767,160.821,0.278,Alternative
16756,0.0352,0.5770000000000001,0.7190000000000001,0.0,0.079,-5.575,1,53.0,0.0564,175.979,0.615,Alternative
19628,0.000188,0.475,0.923,2.3800000000000003e-05,0.2769999999999999,-2.525,0,43.0,0.0526,132.05100000000002,0.436,Alternative
15531,0.0007639999999999,0.491,0.91,1.43e-06,0.326,-2.812,1,50.0,0.0464,78.06,0.345,Alternative
15879,0.47,0.725,0.522,0.0,0.84,-9.851,1,42.0,0.473,134.16,0.544,Alternative
17651,0.00932,0.562,0.542,0.348,0.635,-7.221,0,49.0,0.053,78.031,0.26,Alternative
19017,0.296,0.595,0.667,0.0,0.109,-6.442,0,62.0,0.034,121.949,0.272,Alternative
19149,0.0257,0.6609999999999999,0.66,0.00977,0.256,-9.061,0,50.0,0.0373,120.617,0.8140000000000001,Alternative
19485,0.0212,0.7,0.8640000000000001,0.0,0.0956,-3.629,0,72.0,0.0283,102.99700000000001,0.887,Alternative
18673,0.00398,0.2769999999999999,0.962,0.0,0.354,-3.408,1,54.0,0.1119999999999999,95.056,0.355,Alternative
17570,0.0004219999999999,0.667,0.764,0.236,0.3429999999999999,-7.391,0,51.0,0.0317,111.97399999999999,0.7879999999999999,Alternative
19003,0.705,0.259,0.536,0.0005009999999999,0.432,-10.309,0,50.0,0.0367,143.94799999999998,0.29,Alternative
17160,0.35,0.691,0.371,0.000101,0.183,-8.79,1,46.0,0.251,91.928,0.5589999999999999,Alternative
18775,0.0288,0.444,0.7,2.72e-06,0.254,-6.604,0,40.0,0.0356,136.957,0.172,Alternative
18958,0.0304,0.211,0.5579999999999999,0.0,0.0978,-6.232,0,58.0,0.0409999999999999,143.452,0.317,Alternative
19123,0.000287,0.469,0.976,0.217,0.0636,-3.569,1,59.0,0.111,124.001,0.222,Alternative
18805,0.0247,0.685,0.875,0.0,0.0874,-5.2170000000000005,0,45.0,0.0559999999999999,94.98700000000001,0.82,Alternative
17698,0.354,0.898,0.677,4.85e-06,0.449,-6.907,0,55.0,0.362,155.02,0.8640000000000001,Alternative
16161,0.00171,0.4029999999999999,0.698,0.00126,0.256,-5.058,1,52.0,0.0357,159.869,0.0833,Alternative
16832,0.0443,0.336,0.8220000000000001,0.0,0.102,-4.29,0,43.0,0.0422,150.048,0.203,Alternative
17462,0.139,0.735,0.4029999999999999,0.473,0.107,-11.599,1,58.0,0.037,115.65799999999999,0.4529999999999999,Alternative
19021,0.0623,0.67,0.62,0.0,0.1169999999999999,-5.158,1,51.0,0.0439,91.955,0.5820000000000001,Alternative
18128,0.39,0.789,0.477,0.0,0.0719,-9.976,1,45.0,0.236,141.971,0.8140000000000001,Alternative
16026,0.0006349999999999,0.381,0.904,0.000771,0.865,-3.477,0,46.0,0.0565,146.19,0.503,Alternative
16469,0.143,0.55,0.777,7.46e-06,0.981,-7.298999999999999,0,53.0,0.0382,116.14,0.7509999999999999,Alternative
19752,0.8140000000000001,0.555,0.306,0.0,0.187,-8.766,0,57.0,0.0311,110.51100000000001,0.272,Alternative
15067,7.48e-05,0.6679999999999999,0.7879999999999999,0.108,0.0792,-6.752000000000001,0,48.0,0.0424,137.38,0.6920000000000001,Alternative
19078,0.000336,0.512,0.97,0.000699,0.347,-4.4030000000000005,0,42.0,0.0561,92.051,0.358,Alternative
17859,0.841,0.496,0.417,0.0,0.0841,-13.638,0,40.0,0.385,74.65100000000001,0.449,Alternative
18017,0.0113,0.6559999999999999,0.715,0.000194,0.2189999999999999,-5.388,0,38.0,0.0299,104.679,0.401,Alternative
18143,0.0452,0.7709999999999999,0.43,0.845,0.341,-12.095999999999998,1,49.0,0.0328,80.032,0.75,Alternative
17401,0.0189,0.564,0.945,0.0,0.359,-4.705,0,57.0,0.0493,101.00299999999999,0.3989999999999999,Alternative
17845,0.642,0.449,0.731,9.31e-05,0.298,-4.641,0,60.0,0.291,78.57,0.5710000000000001,Alternative
19519,0.78,0.4479999999999999,0.359,0.6709999999999999,0.0753,-13.559,0,49.0,0.0288,80.91199999999999,0.0773,Alternative
15747,0.455,0.584,0.491,0.0,0.1159999999999999,-6.631,0,69.0,0.0263,120.28299999999999,0.0916,Alternative
18341,3.79e-05,0.402,0.994,0.0934,0.145,-7.337999999999999,1,56.0,0.0623,104.111,0.247,Alternative
17936,0.414,0.5710000000000001,0.499,0.0925,0.0804,-5.202999999999999,0,37.0,0.0273,127.57799999999999,0.264,Alternative
19081,0.000513,0.5,0.927,0.00838,0.181,-4.007,0,50.0,0.0559999999999999,109.02,0.26,Alternative
15479,0.628,0.606,0.644,0.862,0.133,-8.661,0,50.0,0.0305,93.928,0.743,Alternative
19456,0.2289999999999999,0.833,0.769,2.68e-05,0.4589999999999999,-6.1370000000000005,0,40.0,0.0446,119.921,0.6609999999999999,Alternative
18640,0.00103,0.42,0.895,0.000207,0.356,-4.155,0,43.0,0.0614,108.83200000000001,0.5770000000000001,Alternative
19546,0.00717,0.624,0.517,1.4e-05,0.0687,-7.122000000000001,0,70.0,0.0322,151.695,0.42,Alternative
17547,0.688,0.588,0.525,0.0,0.4479999999999999,-8.13,1,44.0,0.4379999999999999,119.961,0.476,Alternative
15919,0.0574,0.39,0.914,5.18e-05,0.108,-4.143,0,45.0,0.0759,104.259,0.344,Alternative
19338,0.636,0.637,0.6559999999999999,0.00692,0.0941,-9.486,0,47.0,0.0431,80.438,0.6659999999999999,Alternative
15827,0.228,0.4539999999999999,0.804,0.0,0.181,-5.225,1,52.0,0.371,80.98,0.344,Alternative
15352,0.0428,0.478,0.6659999999999999,0.725,0.336,-7.766,0,64.0,0.0566,149.974,0.718,Alternative
18639,0.8490000000000001,0.76,0.321,0.8690000000000001,0.102,-12.194,1,51.0,0.0438,115.99799999999999,0.562,Alternative
19351,0.0002089999999999,0.429,0.966,0.124,0.371,-4.605,0,67.0,0.0733,179.956,0.525,Alternative
18449,0.65,0.215,0.503,0.0283,0.098,-16.317999999999998,1,45.0,0.0463,186.86599999999999,0.35,Alternative
17480,0.0116,0.522,0.856,0.0,0.263,-5.968999999999999,0,48.0,0.0769,80.027,0.6859999999999999,Alternative
16483,0.0996,0.609,0.682,0.0,0.366,-6.611000000000001,0,47.0,0.395,134.253,0.337,Alternative
19221,5.87e-06,0.486,0.895,0.8490000000000001,0.0881,-5.358,0,56.0,0.0463,95.086,0.327,Alternative
17268,0.000249,0.2689999999999999,0.853,0.000246,0.118,-4.647,1,63.0,0.0854,141.58100000000002,0.179,Alternative
18587,0.867,0.8270000000000001,0.4679999999999999,5.81e-06,0.0967,-9.009,1,43.0,0.0931,124.35,0.529,Alternative
16989,1.4e-05,0.377,0.908,1.4e-05,0.241,-3.793,1,61.0,0.0899,144.563,0.265,Alternative
17062,0.264,0.5589999999999999,0.56,0.0,0.1119999999999999,-7.507999999999999,1,53.0,0.0375,79.016,0.425,Alternative
19478,0.0335,0.763,0.487,0.0,0.118,-5.956,1,45.0,0.264,135.904,0.21,Alternative
19346,0.191,0.873,0.586,0.0,0.0849,-5.184,0,50.0,0.241,92.90700000000001,0.5329999999999999,Alternative
16328,0.00182,0.515,0.8640000000000001,7.32e-05,0.108,-5.384,0,52.0,0.0478,153.966,0.2319999999999999,Alternative
18925,0.00191,0.652,0.833,0.000536,0.122,-4.898,0,61.0,0.0392,116.04299999999999,0.231,Alternative
15832,0.7490000000000001,0.3339999999999999,0.44,0.000607,0.236,-9.857,0,53.0,0.0434,80.38600000000001,0.376,Alternative
15160,0.00109,0.501,0.8590000000000001,0.0837,0.0646,-5.799,1,47.0,0.0464,89.03,0.223,Alternative
18896,0.2189999999999999,0.701,0.261,0.0,0.0821,-19.846,0,66.0,0.0938,97.042,0.89,Alternative
17285,0.257,0.789,0.836,3.06e-05,0.126,-3.175,1,60.0,0.171,102.99799999999999,0.687,Alternative
15126,0.0436,0.725,0.936,1.4e-05,0.7709999999999999,-5.323,1,43.0,0.0626,105.029,0.25,Alternative
19758,0.0259,0.38,0.4379999999999999,1.29e-05,0.154,-5.526,1,55.0,0.0962,179.40400000000002,0.349,Alternative
18480,0.00718,0.29,0.634,8.26e-05,0.172,-5.95,0,53.0,0.0335,139.97899999999998,0.177,Alternative
18988,0.0315,0.54,0.773,0.0,0.176,-3.627,0,55.0,0.0288,130.952,0.381,Alternative
16512,0.0291,0.612,0.8420000000000001,0.0893,0.292,-11.74,0,56.0,0.0294,146.22,0.967,Alternative
19411,0.374,0.765,0.767,2e-05,0.0949,-8.125,0,47.0,0.0301,120.41799999999999,0.552,Alternative
15755,0.325,0.569,0.43,8.25e-05,0.153,-10.439,1,45.0,0.314,90.07799999999999,0.376,Alternative
17887,0.1009999999999999,0.747,0.327,0.0262,0.115,-11.972,1,47.0,0.0911,81.958,0.193,Alternative
18392,0.0218,0.595,0.758,0.0,0.162,-4.093999999999999,0,48.0,0.033,126.963,0.517,Alternative
17946,0.148,0.313,0.665,0.0,0.114,-6.566,0,46.0,0.0337,80.825,0.1889999999999999,Alternative
16004,0.585,0.754,0.5589999999999999,1.04e-06,0.121,-6.388999999999999,1,45.0,0.0647,162.937,0.609,Alternative
15600,0.00699,0.605,0.8640000000000001,0.0,0.123,-4.066,0,55.0,0.065,92.057,0.431,Alternative
16711,0.0427,0.525,0.718,0.0,0.147,-5.464,0,52.0,0.0433,90.016,0.288,Alternative
19014,0.2269999999999999,0.511,0.8,0.000345,0.1119999999999999,-4.759,0,56.0,0.0622,114.042,0.531,Alternative
15592,0.76,0.606,0.321,0.00112,0.095,-9.533,0,41.0,0.0295,91.32700000000001,0.502,Alternative
19927,0.0123,0.501,0.7559999999999999,0.0,0.967,-6.207999999999999,0,47.0,0.0376,104.035,0.293,Alternative
16151,0.000393,0.557,0.978,4.42e-06,0.287,-3.965,0,60.0,0.0493,149.887,0.499,Alternative
19687,0.00106,0.573,0.865,0.00469,0.1159999999999999,-6.097,0,53.0,0.104,178.115,0.616,Alternative
18167,0.0914,0.792,0.6409999999999999,0.0577,0.103,-9.242,0,58.0,0.0795,111.794,0.674,Alternative
19396,0.356,0.557,0.721,0.0,0.146,-5.134,1,60.0,0.0416,125.324,0.392,Alternative
19080,0.337,0.569,0.3779999999999999,8.690000000000001e-05,0.128,-12.359000000000002,1,63.0,0.413,80.428,0.0617,Alternative
15315,0.000178,0.434,0.984,0.000226,0.08,-6.2010000000000005,0,53.0,0.123,160.011,0.158,Alternative
15551,0.000619,0.31,0.991,0.0,0.11,-2.927,1,55.0,0.488,76.372,0.187,Alternative
19660,3.59e-06,0.434,0.94,0.0,0.0959,-3.494,0,44.0,0.0546,91.012,0.497,Alternative
15787,0.654,0.809,0.508,0.000224,0.105,-9.182,0,59.0,0.0328,121.96799999999999,0.732,Alternative
16116,1.94e-05,0.477,0.982,2.13e-06,0.248,-3.884,0,44.0,0.213,145.047,0.0889,Alternative
16015,2.57e-05,0.143,0.919,0.00427,0.134,-4.438,0,60.0,0.11,172.668,0.201,Alternative
17446,0.00146,0.469,0.845,3.16e-05,0.148,-3.936,1,67.0,0.0499,77.99,0.564,Alternative
16639,0.87,0.626,0.484,0.00352,0.109,-9.372,0,45.0,0.0384,147.916,0.273,Alternative
16908,0.0069999999999999,0.594,0.948,0.0005099999999999,0.218,-5.381,1,41.0,0.0821,135.041,0.3,Alternative
18351,0.183,0.514,0.6970000000000001,4.3700000000000005e-05,0.358,-6.439,1,41.0,0.026,83.962,0.503,Alternative
17951,0.0613,0.433,0.902,0.0,0.251,-4.415,0,43.0,0.0853,169.987,0.54,Alternative
16477,0.0343,0.534,0.721,6.24e-06,0.115,-7.307,1,67.0,0.0417,128.97799999999998,0.225,Alternative
19972,0.402,0.578,0.623,3.09e-05,0.108,-10.439,1,41.0,0.237,118.46700000000001,0.6,Alternative
17679,2.55e-05,0.54,0.977,0.0553,0.0533,-3.409,0,59.0,0.0878,106.911,0.211,Alternative
15982,0.000162,0.505,0.947,1.35e-06,0.1,-3.498,0,52.0,0.0944,120.023,0.23,Alternative
17784,0.0169,0.42,0.752,0.0214,0.1169999999999999,-5.002,1,48.0,0.0386,111.105,0.461,Alternative
19405,0.00434,0.586,0.895,0.0,0.37,-5.223,1,53.0,0.1169999999999999,127.99799999999999,0.312,Alternative
19537,0.0143,0.585,0.972,0.0,0.0707,-4.45,1,69.0,0.0534,110.006,0.585,Alternative
17844,0.00175,0.22,0.8,0.00916,0.492,-5.11,0,58.0,0.0504,176.047,0.213,Alternative
19129,0.0048,0.593,0.816,0.00121,0.0939,-6.461,0,55.0,0.0421,115.029,0.3779999999999999,Alternative
15351,0.0067599999999999,0.741,0.634,2.59e-05,0.337,-6.625,1,51.0,0.0264,113.999,0.951,Alternative
17096,0.00351,0.659,0.925,0.0,0.146,-4.76,0,53.0,0.3879999999999999,90.19,0.77,Alternative
18913,4.1200000000000005e-05,0.579,0.7809999999999999,8.66e-05,0.108,-6.131,1,48.0,0.0363,137.965,0.728,Alternative
17506,0.645,0.828,0.6679999999999999,0.0,0.165,-8.248,0,53.0,0.196,129.981,0.598,Alternative
16511,7.71e-06,0.166,0.953,0.00824,0.244,-4.699,0,40.0,0.1369999999999999,79.273,0.193,Alternative
16557,0.168,0.8420000000000001,0.535,1.02e-06,0.0927,-8.472999999999999,0,51.0,0.461,76.983,0.713,Alternative
16830,0.0693,0.645,0.7909999999999999,0.935,0.23,-8.051,1,51.0,0.0384,114.477,0.039,Alternative
17063,0.123,0.312,0.562,0.173,0.136,-6.495,0,47.0,0.0298,185.725,0.514,Alternative
19531,0.0114,0.597,0.812,0.00273,0.285,-3.485,1,45.0,0.0386,128.18200000000002,0.4639999999999999,Alternative
15966,0.00252,0.465,0.701,0.0447,0.0683,-6.827999999999999,1,53.0,0.0337,144.931,0.38,Alternative
15275,0.00213,0.5870000000000001,0.7440000000000001,0.00181,0.114,-4.611000000000001,1,55.0,0.0742,118.962,0.236,Alternative
16233,0.0172,0.33,0.922,0.000125,0.358,-5.632000000000001,0,43.0,0.172,164.873,0.526,Alternative
19261,0.0969999999999999,0.507,0.496,0.000424,0.106,-8.377,1,42.0,0.0355,133.132,0.195,Alternative
18190,0.00877,0.4589999999999999,0.903,0.0,0.168,-4.649,1,60.0,0.0673,76.185,0.364,Alternative
17885,0.237,0.743,0.617,7.47e-06,0.33,-7.829,0,38.0,0.186,90.046,0.56,Alternative
18398,0.0976,0.921,0.48,0.0,0.0768,-9.2,1,57.0,0.0823,120.04299999999999,0.317,Alternative
18598,0.203,0.6559999999999999,0.594,0.261,0.376,-9.463,0,53.0,0.0517,88.38,0.6970000000000001,Alternative
19709,0.0606,0.731,0.772,0.0,0.212,-4.817,1,52.0,0.192,101.979,0.5920000000000001,Alternative
18477,0.00144,0.585,0.809,0.35,0.272,-7.837000000000001,0,54.0,0.125,148.151,0.456,Alternative
15642,0.626,0.649,0.564,1.41e-05,0.142,-6.85,1,50.0,0.1009999999999999,135.738,0.555,Alternative
15120,0.00161,0.409,0.8859999999999999,0.000158,0.326,-4.531000000000001,1,44.0,0.0506,172.005,0.365,Alternative
16577,0.3229999999999999,0.7340000000000001,0.621,0.0,0.098,-8.249,1,40.0,0.1689999999999999,89.977,0.374,Alternative
17588,0.373,0.481,0.747,0.0437,0.102,-6.27,1,45.0,0.0513,110.994,0.8270000000000001,Alternative
17386,0.0261,0.47,0.978,1.09e-05,0.356,-5.399,0,63.0,0.0727,117.906,0.503,Alternative
15386,0.0316,0.488,0.841,0.0,0.107,-5.829,1,49.0,0.0969999999999999,143.815,0.365,Alternative
15680,0.708,0.369,0.365,0.0343,0.108,-9.869,0,50.0,0.0451,181.019,0.222,Alternative
19622,0.00224,0.741,0.657,0.0075599999999999,0.0825,-9.589,1,47.0,0.0374,94.211,0.25,Alternative
17188,0.575,0.669,0.917,0.8009999999999999,0.0968,-8.06,0,46.0,0.0471,123.179,0.923,Alternative
17338,0.052,0.85,0.273,2.22e-06,0.104,-11.567,1,58.0,0.278,116.89399999999999,0.5720000000000001,Alternative
19935,0.000215,0.5760000000000001,0.8370000000000001,0.0,0.191,-5.877000000000001,0,47.0,0.0326,118.97399999999999,0.419,Alternative
19580,1.51e-05,0.2289999999999999,0.988,0.000272,0.0949,-3.475,0,47.0,0.1159999999999999,144.96,0.359,Alternative
19089,0.0964,0.5489999999999999,0.8590000000000001,2.36e-05,0.322,-3.993,0,53.0,0.0361,77.013,0.69,Alternative
19762,0.882,0.429,0.093,0.00703,0.111,-15.944,0,55.0,0.0433,129.661,0.208,Alternative
18633,0.000249,0.351,0.944,0.00218,0.0678,-3.71,0,43.0,0.12,187.736,0.428,Alternative
17873,0.122,0.529,0.8,0.0,0.0704,-4.99,1,46.0,0.067,143.99200000000002,0.41,Alternative
17421,0.0588,0.612,0.55,0.0,0.0909,-6.211,0,50.0,0.0533,144.83,0.095,Alternative
19996,0.11,0.736,0.4679999999999999,0.0,0.107,-8.572000000000001,1,54.0,0.195,80.505,0.417,Alternative
18923,0.0306,0.544,0.917,5.32e-06,0.064,-6.086,0,48.0,0.0788,140.639,0.642,Alternative
16033,0.336,0.802,0.616,0.0,0.0681,-5.019,0,0.0,0.0696,169.778,0.748,Alternative
15335,0.147,0.852,0.5720000000000001,2.62e-06,0.186,-5.086,0,53.0,0.149,90.939,0.569,Alternative
17646,0.261,0.506,0.3289999999999999,0.158,0.0682,-13.313,0,60.0,0.064,200.13299999999998,0.503,Alternative
15848,0.157,0.509,0.677,2.07e-06,0.108,-3.733,0,46.0,0.0355,96.99,0.715,Alternative
17872,2.87e-05,0.529,0.92,0.00202,0.0582,-4.168,0,60.0,0.0649,111.132,0.4379999999999999,Alternative
18169,0.0441,0.575,0.6829999999999999,0.00191,0.0772,-6.205,0,47.0,0.0379,137.94899999999998,0.456,Alternative
17413,0.0231,0.387,0.843,0.0,0.503,-4.221,1,50.0,0.0539,168.149,0.3779999999999999,Alternative
15492,0.209,0.462,0.632,0.00564,0.141,-7.397,0,43.0,0.3389999999999999,149.058,0.3389999999999999,Alternative
19373,0.0314,0.687,0.877,0.186,0.8759999999999999,-7.132000000000001,0,30.0,0.0302,118.007,0.708,Alternative
19473,0.688,0.445,0.583,0.0079,0.0614,-10.219,1,54.0,0.0535,94.764,0.298,Alternative
19452,0.0778,0.8220000000000001,0.521,0.000102,0.0945,-6.347,1,65.0,0.102,76.013,0.22,Alternative
15342,0.0291,0.452,0.81,0.0,0.118,-4.748,0,55.0,0.0422,167.143,0.439,Alternative
17244,0.171,0.56,0.79,0.0,0.291,-4.817,0,39.0,0.0385,110.021,0.552,Alternative
18493,3.5600000000000005e-05,0.427,0.959,0.000951,0.171,-4.375,0,54.0,0.0435,109.95,0.564,Alternative
15861,0.00217,0.396,0.718,0.00077,0.332,-6.794,1,53.0,0.0814,165.27200000000002,0.366,Alternative
19292,0.000193,0.503,0.858,4.270000000000001e-05,0.3779999999999999,-4.751,1,54.0,0.0479,139.562,0.442,Alternative
19368,0.77,0.603,0.523,0.00168,0.1889999999999999,-6.07,1,42.0,0.0459,98.961,0.382,Alternative
15660,0.000448,0.313,0.605,0.0,0.136,-6.261,0,49.0,0.0447,114.182,0.379,Alternative
19170,0.512,0.674,0.616,2.1e-06,0.331,-3.471,0,60.0,0.0272,94.934,0.551,Alternative
18088,0.0408,0.7809999999999999,0.2769999999999999,0.000339,0.0754,-9.35,0,57.0,0.326,163.987,0.302,Alternative
16069,0.0992,0.419,0.5870000000000001,1.8100000000000003e-05,0.1169999999999999,-6.198,1,50.0,0.0557,124.88,0.0767,Alternative
18629,0.0011099999999999,0.445,0.71,0.0103,0.0982,-6.204,0,55.0,0.0344,86.875,0.1169999999999999,Alternative
18532,0.00164,0.5489999999999999,0.93,6.670000000000001e-05,0.39,-3.468,1,69.0,0.0487,112.447,0.526,Alternative
15738,0.0213,0.589,0.614,0.165,0.31,-7.528,1,62.0,0.0426,119.837,0.318,Alternative
18305,0.492,0.679,0.344,0.00385,0.379,-12.734000000000002,0,48.0,0.0411,87.03399999999999,0.186,Alternative
16836,0.0891,0.555,0.62,0.00306,0.107,-5.822,1,50.0,0.118,193.924,0.371,Alternative
15402,0.0196,0.408,0.728,0.0,0.462,-4.287,1,42.0,0.034,95.43799999999999,0.632,Alternative
15093,0.0908,0.725,0.529,0.0028,0.174,-5.565,0,56.0,0.0375,144.707,0.6,Alternative
17535,0.1989999999999999,0.422,0.336,0.0,0.1889999999999999,-7.199,0,52.0,0.0306,108.009,0.11,Alternative
19650,0.0044,0.322,0.8540000000000001,0.0,0.2769999999999999,-5.782,1,41.0,0.0774,122.04,0.574,Alternative
16744,0.0388,0.637,0.95,0.000138,0.0529,-7.547000000000001,0,67.0,0.0736,146.29,0.622,Alternative
19064,0.000585,0.406,0.977,0.0277,0.295,-4.497,1,44.0,0.111,199.935,0.5529999999999999,Alternative
16105,0.254,0.508,0.322,2.19e-05,0.106,-7.767,0,51.0,0.0277,132.059,0.336,Alternative
15369,0.283,0.593,0.711,0.0,0.208,-6.593,1,49.0,0.0301,121.96,0.25,Alternative
17729,0.00394,0.3229999999999999,0.728,0.0004469999999999,0.102,-5.416,0,56.0,0.0321,161.586,0.489,Alternative
17974,0.00172,0.551,0.939,0.000239,0.109,-5.371,0,61.0,0.171,90.59200000000001,0.367,Alternative
17491,0.0087,0.373,0.742,0.0,0.244,-4.327,0,42.0,0.0319,150.983,0.4479999999999999,Alternative
15621,0.639,0.494,0.412,4.46e-06,0.0631,-5.687,1,54.0,0.133,113.10799999999999,0.3779999999999999,Alternative
17022,0.0187,0.595,0.985,0.000297,0.0666,-4.337,1,58.0,0.0885,128.006,0.462,Alternative
18702,8.18e-05,0.496,0.915,1.82e-06,0.0471,-4.853,0,52.0,0.0878,100.031,0.346,Alternative
19559,0.233,0.425,0.402,8.55e-06,0.113,-8.581,0,42.0,0.0418,166.813,0.15,Alternative
16891,0.00267,0.501,0.879,0.00267,0.335,-5.364,0,47.0,0.0529,154.921,0.539,Alternative
15296,2.65e-05,0.508,0.963,9.38e-06,0.281,-2.449,0,48.0,0.102,138.009,0.242,Alternative
19589,0.00118,0.628,0.974,0.0,0.061,-2.63,1,46.0,0.0492,104.98299999999999,0.301,Alternative
16867,0.00143,0.24,0.951,0.0,0.251,-4.94,0,45.0,0.0876,185.877,0.3939999999999999,Alternative
17445,4.1e-05,0.358,0.981,0.000674,0.184,-4.572,0,49.0,0.1159999999999999,165.02700000000002,0.262,Alternative
