acousticness,danceability,instrumentalness,liveness,mode,popularity,speechiness,tempo,valence,music_genre
0.0936,0.498,0,0.1,1,56,0.0395,127.761,0.616,Blues
0.0153,0.456,0,0.139,0,40,0.0288,77.405,0.468,Blues
0.869,0.596,0.00011,0.0883,0,35,0.0316,111.145,0.851,Blues
0.046,0.292,0.249,0.16,0,39,0.0702,179.93,0.798,Blues
0.023,0.306,0.874,0.143,0,44,0.0416,169.715,0.542,Blues
0.0828,0.374,0.0154,0.187,1,26,0.0294,117.434,0.382,Blues
0.355,0.626,0.000537,0.834,0,32,0.0307,130.06,0.977,Blues
0.118,0.689,0.258,0.108,0,30,0.0347,97.65,0.338,Blues
0.0202,0.414,0.00103,0.492,1,38,0.101,134.477,0.394,Blues
0.628,0.64,0.131,0.0894,0,40,0.0415,135.574,0.776,Blues
0.495,0.4,0.00026,0.941,0,42,0.0554,170.384,0.412,Blues
0.217,0.365,0.427,0.959,0,28,0.0437,167.218,0.705,Blues
0.0582,0.578,0.178,0.0777,0,35,0.027,115.431,0.557,Blues
0.0165,0.247,0.596,0.145,0,26,0.138,148.831,0.193,Blues
0.828,0.714,0.399,0.112,0,38,0.0328,107.318,0.633,Blues
0.44,0.636,0,0.136,0,45,0.0352,124.158,0.93,Blues
0.032,0.581,0.00754,0.4,0,40,0.0422,153.384,0.543,Blues
0.468,0.477,0.0578,0.184,0,36,0.0266,153.031,0.519,Blues
0.000138,0.198,1.57e-05,0.188,0,33,0.137,164.109,0.388,Blues
0.829,0.585,0.798,0.105,0,25,0.0393,87.55,0.35,Blues
0.475,0.69,0,0.0805,0,28,0.0755,154.453,0.895,Blues
0.000788,0.256,0.402,0.25,0,54,0.035,173.27,0.441,Blues
0.000315,0.415,0.136,0.11,0,25,0.0404,156.428,0.938,Blues
0.996,0.598,0.00193,0.254,0,28,0.0587,108.122,0.655,Blues
0.4,0.487,0,0.143,0,32,0.0332,128.855,0.332,Blues
0.0113,0.371,2.7e-05,0.43,0,58,0.0784,109.675,0.508,Blues
0.485,0.717,5.79e-05,0.0466,0,38,0.0378,67.726,0.432,Blues
0.649,0.558,0.000294,0.182,0,38,0.0396,80.205,0.367,Blues
0.767,0.486,7.6e-05,0.0679,0,52,0.0326,122.894,0.942,Blues
0.375,0.685,3.63e-06,0.391,0,26,0.0393,120.668,0.627,Blues
0.259,0.636,0.0824,0.976,0,36,0.0451,124.264,0.446,Blues
0.00057,0.264,0.111,0.283,0,54,0.0795,85.508,0.766,Blues
0.00381,0.21,0,0.297,1,37,0.0754,139.08,0.353,Blues
0.295,0.579,0.634,0.0779,0,32,0.0382,87.609,0.749,Blues
0.797,0.278,0,0.732,0,44,0.0402,208.007,0.838,Blues
0.82,0.501,0.617,0.227,1,31,0.0804,144.549,0.413,Blues
0.546,0.576,0.286,0.226,1,51,0.036,113.232,0.168,Blues
0.0426,0.462,9.18e-05,0.256,0,27,0.057,130.876,0.276,Blues
0.126,0.558,0.00159,0.19,0,28,0.051,89.905,0.836,Blues
0.377,0.56,0,0.149,0,46,0.0875,138.203,0.493,Blues
0.354,0.466,0.000125,0.354,1,29,0.0933,132.231,0.859,Blues
0.479,0.683,1.8e-06,0.359,0,34,0.0311,119.972,0.765,Blues
0.0269,0.52,0.161,0.792,0,24,0.0437,106.997,0.513,Blues
0.0675,0.521,2.35e-05,0.981,1,34,0.171,149.273,0.528,Blues
0.0368,0.492,0.0479,0.242,1,37,0.0304,112.331,0.469,Blues
0.706,0.663,0,0.1,0,62,0.0914,122.482,0.657,Blues
0.309,0.512,0.00225,0.0862,0,47,0.0409,81.08,0.848,Blues
0.818,0.385,0.0701,0.113,0,31,0.0333,174.282,0.382,Blues
0.412,0.712,0.203,0.27,1,27,0.0812,112.204,0.675,Blues
0.0244,0.591,0.241,0.13,0,37,0.158,97.547,0.674,Blues
0.627,0.628,0,0.249,0,29,0.032,122.256,0.745,Blues
0.29,0.567,0.426,0.121,0,46,0.0435,99.93,0.625,Blues
0.203,0.693,0.000103,0.085,0,27,0.0292,104.113,0.851,Blues
0.187,0.575,4.81e-06,0.147,0,36,0.0468,91.685,0.456,Blues
0.0167,0.783,0.000826,0.0842,0,29,0.0306,105.997,0.965,Blues
0.131,0.567,0.011,0.0714,0,49,0.0335,109.293,0.75,Blues
0.136,0.554,1.51e-05,0.112,1,47,0.0319,62.13,0.395,Blues
0.0352,0.622,5.23e-05,0.211,0,35,0.0362,115.807,0.869,Blues
0.0102,0.373,0.861,0.152,1,36,0.0901,144.924,0.44,Blues
0.0527,0.483,0.0299,0.248,0,41,0.196,89.658,0.494,Blues
0.667,0.661,0,0.427,0,26,0.791,128.327,0.913,Blues
0.0562,0.594,0.0293,0.0917,1,27,0.0357,142.597,0.889,Blues
0.38,0.457,0.016,0.142,0,53,0.03,157.967,0.683,Blues
0.913,0.73,0,0.0879,0,34,0.369,114.782,0.734,Blues
0.493,0.4,0.191,0.1,0,33,0.0272,140.875,0.235,Blues
0.0174,0.672,0.0144,0.498,0,31,0.0516,126.788,0.923,Blues
0.375,0.216,0.00318,0.296,1,56,0.0952,174.442,0.355,Blues
0.982,0.81,0.00242,0.135,1,41,0.0627,86.739,0.657,Blues
0.448,0.66,0.0019399999999999,0.0621,0,29,0.0367,110.016,0.598,Blues
0.00325,0.278,0.108,0.159,0,32,0.213,193.386,0.592,Blues
0.476,0.501,0.00789,0.249,0,20,0.0293,139.766,0.257,Blues
0.00605,0.499,0,0.294,0,61,0.0436,150.069,0.474,Blues
0.273,0.472,3.76e-06,0.128,0,27,0.0446,146.415,0.378,Blues
0.644,0.533,0.225,0.405,1,42,0.145,159.377,0.689,Blues
0.284,0.393,0.0009279999999999,0.0765,0,32,0.0466,185.544,0.303,Blues
0.895,0.663,0.453,0.148,0,29,0.0431,128.563,0.843,Blues
0.814,0.678,0,0.11,1,40,0.0994,112.846,0.625,Blues
0.0385,0.364,0.000277,0.204,1,34,0.0419,102.666,0.68,Blues
0.956,0.457,0.0001909999999999,0.105,0,33,0.0318,110.657,0.201,Blues
0.38,0.508,0.127,0.242,0,35,0.0941,124.963,0.518,Blues
0.00314,0.497,0.145,0.475,0,25,0.0714,78.579,0.362,Blues
0.0096,0.298,0.116,0.105,0,26,0.0656,80.489,0.558,Blues
0.00355,0.315,0.00462,0.307,0,32,0.0337,186.049,0.859,Blues
0.415,0.501,0.214,0.108,0,37,0.0686,92.571,0.753,Blues
0.531,0.414,1.31e-05,0.275,1,35,0.0523,167.166,0.239,Blues
0.0528,0.779,0.00582,0.0733,0,35,0.0494,123.697,0.736,Blues
0.857,0.393,0.134,0.26,1,37,0.0272,98.053,0.24,Blues
0.325,0.63,0.0227,0.0813,1,39,0.0387,126.384,0.904,Blues
0.0433,0.578,0,0.204,1,21,0.294,176.115,0.748,Blues
0.585,0.592,0.000118,0.138,1,37,0.0391,138.818,0.537,Blues
0.867,0.71,9.96e-05,0.101,0,24,0.0689,115.405,0.76,Blues
0.101,0.669,0.000655,0.0916,0,37,0.0315,119.455,0.887,Blues
0.504,0.306,0.000473,0.213,0,36,0.032,130.014,0.221,Blues
0.672,0.562,1.15e-06,0.945,0,20,0.0892,125.704,0.617,Blues
0.00928,0.753,0.641,0.0256,0,33,0.157,96.067,0.642,Blues
0.538,0.677,1.39e-06,0.0696,0,36,0.0316,131.752,0.713,Blues
0.0397,0.234,0.739,0.0878,0,35,0.0441,103.198,0.104,Blues
0.0674,0.633,0.000247,0.195,0,33,0.0361,108.758,0.558,Blues
0.824,0.675,3.75e-05,0.0607,0,39,0.0348,97.446,0.69,Blues
0.0443,0.236,0.0272,0.0984,0,33,0.052,149.715,0.391,Blues
0.929,0.64,0.0797,0.113,0,44,0.0388,140.957,0.126,Blues
0.269,0.53,0,0.0705,0,37,0.0478,74.8,0.449,Blues
0.814,0.704,0.756,0.0845,0,50,0.035,90.38,0.322,Blues
0.896,0.447,0,0.134,0,22,0.0443,122.712,0.297,Blues
0.869,0.296,0,0.226,0,28,0.0352,83.494,0.418,Blues
0.276,0.406,0.0035399999999999,0.112,0,64,0.0348,164.444,0.577,Blues
0.0183,0.633,0.000428,0.373,1,20,0.303,127.609,0.135,Blues
0.134,0.541,0,0.445,1,32,0.166,134.33,0.643,Blues
0.000148,0.415,0.287,0.561,1,35,0.0547,132.619,0.494,Blues
0.0143,0.356,0.000537,0.25,1,48,0.111,139.398,0.834,Blues
0.0822,0.428,0.382,0.0753,0,38,0.046,98.096,0.542,Blues
1.7e-05,0.162,0.475,0.245,1,48,0.132,193.174,0.39,Blues
0.824,0.654,3.02e-06,0.0682,0,34,0.0878,101.678,0.706,Blues
0.421,0.532,0.74,0.195,0,28,0.0344,118.101,0.801,Blues
0.848,0.628,5.05e-05,0.0955,0,36,0.0406,98.527,0.538,Blues
0.73,0.365,2.06e-05,0.397,0,47,0.0324,173.962,0.572,Blues
0.0228,0.528,0,0.0552,1,27,0.0603,130.881,0.79,Blues
0.0231,0.523,0.0234,0.206,0,30,0.0353,130.024,0.697,Blues
0.147,0.48,0.00011,0.33,0,50,0.0319,92.971,0.69,Blues
0.0997,0.398,0.0258,0.158,0,32,0.0403,168.744,0.804,Blues
0.0929,0.715,0,0.296,0,40,0.0849,100.61,0.798,Blues
0.0616,0.462,0.293,0.192,0,42,0.0547,118.196,0.525,Blues
0.654,0.436,9.35e-06,0.0937,1,59,0.0962,148.282,0.663,Blues
0.00257,0.599,0.00181,0.312,0,66,0.043,103.783,0.961,Blues
0.654,0.528,0.0497,0.0706,0,33,0.0312,96.205,0.8,Blues
0.287,0.689,1.73e-06,0.0368,0,29,0.0339,110.86,0.962,Blues
0.144,0.361,0,0.138,0,42,0.0286,77.177,0.386,Blues
0.661,0.357,0,0.0904,0,47,0.0296,79.075,0.385,Blues
0.0893,0.48,0.111,0.0865,0,28,0.0364,82.207,0.0561,Blues
0.0874,0.523,0.001,0.0866,0,40,0.0353,114.021,0.313,Blues
0.927,0.496,7.07e-05,0.132,0,53,0.0382,74.746,0.211,Blues
0.0379,0.354,0.000923,0.707,1,27,0.0314,149.13,0.411,Blues
0.0562,0.342,0.0338,0.145,1,49,0.0524,127.102,0.537,Blues
0.0375,0.655,0.038,0.0244,1,20,0.0594,97.805,0.956,Blues
0.508,0.627,0,0.11,0,34,0.048,108.09,0.895,Blues
0.567,0.684,0.601,0.129,0,35,0.0289,89.997,0.355,Blues
0.676,0.463,0,0.156,0,34,0.0356,153.964,0.611,Blues
0.0614,0.516,7.71e-05,0.626,0,27,0.0425,125.622,0.955,Blues
0.664,0.808,0.00585,0.109,1,37,0.0282,111.034,0.383,Blues
0.491,0.321,5.08e-05,0.345,1,51,0.0302,107.338,0.777,Blues
0.0167,0.346,0.491,0.79,0,26,0.0876,105.498,0.275,Blues
0.00144,0.425,0.111,0.0296,0,28,0.198,157.537,0.489,Blues
0.0371,0.589,0.00172,0.106,1,44,0.0338,93.02,0.52,Blues
0.00514,0.313,4.24e-05,0.0877,0,37,0.0425,163.998,0.453,Blues
0.00237,0.623,0.0126,0.379,1,36,0.0754,90.186,0.711,Blues
0.894,0.414,8.37e-06,0.188,0,57,0.0369,142.442,0.341,Blues
0.194,0.593,1.66e-06,0.219,0,32,0.0344,121.364,0.525,Blues
0.0102,0.461,0.00506,0.191,0,27,0.0297,149.911,0.882,Blues
0.726,0.515,0.502,0.921,0,0,0.0447,109.114,0.148,Blues
0.247,0.683,2.12e-05,0.0471,1,68,0.0315,124.585,0.962,Blues
0.0224,0.955,0,0.108,1,35,0.119,115.992,0.907,Blues
0.105,0.52,0.0408,0.307,1,39,0.0518,174.267,0.896,Blues
0.919,0.711,2.17e-06,0.564,0,32,0.297,142.066,0.646,Blues
0.00179,0.61,0.000432,0.28,0,54,0.0271,106.029,0.727,Blues
0.967,0.416,0.000421,0.788,1,28,0.0385,59.94,0.285,Blues
0.98,0.484,2.47e-06,0.159,1,50,0.0364,127.089,0.191,Blues
0.163,0.51,6.27e-05,0.366,0,45,0.0466,109.327,0.634,Blues
0.00367,0.59,0.0185,0.105,0,48,0.0365,125.669,0.374,Blues
0.00123,0.429,0.227,0.242,0,32,0.0607,173.23,0.847,Blues
0.66,0.609,0.0283,0.133,1,52,0.0343,86.949,0.797,Blues
0.0101,0.391,0.1,0.352,0,51,0.216,116.968,0.476,Blues
0.275,0.621,0,0.323,1,36,0.0308,106.142,0.961,Blues
0.544,0.611,0.23,0.377,0,37,0.0597,84.545,0.734,Blues
0.145,0.682,5.26e-06,0.0686,0,33,0.0628,82.115,0.694,Blues
0.256,0.474,0.517,0.137,1,24,0.0272,76.021,0.257,Blues
0.242,0.567,2.79e-06,0.118,1,35,0.0479,123.416,0.58,Blues
0.105,0.496,0.457,0.114,0,46,0.0445,105.401,0.281,Blues
0.0849,0.452,7.29e-05,0.753,1,43,0.24,167.088,0.635,Blues
0.261,0.669,0,0.156,0,34,0.0273,92.273,0.847,Blues
0.000441,0.52,0.206,0.114,0,26,0.0488,102.618,0.506,Blues
0.493,0.451,0.0002529999999999,0.573,0,37,0.0433,78.064,0.54,Blues
0.729,0.455,0.00123,0.502,0,39,0.0275,99.426,0.862,Blues
0.156,0.369,0.00625,0.114,0,31,0.162,136.935,0.177,Blues
0.0166,0.378,0.0102,0.207,0,26,0.0484,115.963,0.679,Blues
0.0903,0.464,3.71e-06,0.227,1,33,0.11,145.739,0.516,Blues
0.305,0.584,0.0009029999999999,0.162,0,33,0.0409,139.087,0.386,Blues
0.444,0.61,2.14e-06,0.0951,0,37,0.0293,119.925,0.482,Blues
0.0935,0.664,0.000493,0.0502,0,45,0.031,86.142,0.746,Blues
0.346,0.682,0.0648,0.0884,0,30,0.0959,118.567,0.865,Blues
0.0795,0.484,5.09e-06,0.0548,0,44,0.0598,128.265,0.122,Blues
0.216,0.652,0.00467,0.897,1,25,0.0525,106.072,0.779,Blues
6.99e-05,0.422,0.893,0.031,1,23,0.0447,120.948,0.742,Blues
0.0997,0.616,0.177,0.246,0,36,0.0323,116.526,0.366,Blues
0.476,0.432,0.000356,0.144,0,32,0.0318,152.199,0.519,Blues
0.885,0.492,0.944,0.11,1,30,0.0385,80.293,0.462,Blues
0.13,0.6,9.57e-05,0.119,0,32,0.0307,121.961,0.365,Blues
0.0227,0.267,0.0115,0.12,0,28,0.0507,143.213,0.302,Blues
0.0379,0.675,0.0182,0.117,0,20,0.0399,109.129,0.696,Blues
0.287,0.637,0,0.0894,0,37,0.0703,139.418,0.682,Blues
0.00564,0.444,0,0.343,1,45,0.0459,150.368,0.682,Blues
0.0231,0.261,0.0867,0.869,0,30,0.0414,138.538,0.402,Blues
0.109,0.369,0.000143,0.329,0,38,0.211,125.472,0.322,Blues
0.0132,0.697,0.00458,0.187,0,26,0.0603,94.498,0.522,Blues
0.0212,0.371,0.0673,0.0905,1,31,0.0356,73.764,0.324,Blues
0.177,0.438,0.00151,0.112,0,23,0.0621,154.433,0.392,Blues
0.286,0.479,0,0.108,0,29,0.0295,135.768,0.226,Blues
0.47,0.69,2.46e-05,0.297,0,45,0.0746,118.017,0.809,Blues
0.413,0.576,0.00168,0.124,1,34,0.0376,78.117,0.716,Blues
0.582,0.255,0,0.321,0,0,0.0304,67.704,0.536,Blues
0.917,0.383,0,0.0778,1,44,0.0673,85.103,0.237,Blues
0.543,0.621,0.0507,0.136,1,28,0.0398,110.152,0.814,Blues
0.0803,0.526,0.00213,0.54,1,48,0.321,168.635,0.303,Blues
0.00324,0.554,0.0523,0.0769,0,31,0.0241,107.382,0.773,Blues
0.00757,0.56,0.0514,0.271,0,40,0.0336,160.012,0.231,Blues
0.915,0.407,0,0.106,0,42,0.0331,99.943,0.645,Blues
0.38,0.528,0.0010199999999999,0.166,0,37,0.0284,77.525,0.59,Blues
0.884,0.255,1.77e-06,0.112,0,31,0.0297,104.325,0.355,Blues
0.732,0.555,0.000504,0.0585,0,32,0.0352,170.639,0.875,Blues
0.0214,0.542,0.019,0.264,0,38,0.0335,124.066,0.894,Blues
0.0819,0.43,1.77e-05,0.162,0,31,0.0335,94.027,0.723,Blues
0.0884,0.562,6.42e-06,0.149,0,35,0.0328,115.674,0.585,Blues
0.0201,0.506,0.767,0.371,0,32,0.0641,112.269,0.447,Blues
0.0606,0.568,0,0.417,0,29,0.0299,134.887,0.707,Blues
0.115,0.658,2.75e-06,0.0563,0,36,0.035,128.624,0.759,Blues
0.763,0.69,0,0.325,0,41,0.0718,68.851,0.49,Blues
0.338,0.438,0.192,0.375,0,27,0.047,83.965,0.646,Blues
0.0702,0.462,0,0.35,0,31,0.0347,116.061,0.359,Blues
0.59,0.395,0.28,0.963,0,33,0.0687,169.452,0.755,Blues
0.235,0.839,8.92e-06,0.0436,1,31,0.0644,117.91,0.96,Blues
0.00359,0.437,0.123,0.0755,0,46,0.0304,109.113,0.468,Blues
0.913,0.584,0.000562,0.113,1,38,0.0481,79.576,0.398,Blues
0.00366,0.626,4.74e-05,0.127,0,26,0.0325,126.037,0.481,Blues
0.317,0.497,0.295,0.124,0,32,0.0342,75.462,0.356,Blues
0.351,0.556,5.04e-05,0.168,0,40,0.0268,85.266,0.676,Blues
0.038,0.384,0,0.309,0,43,0.0295,105.181,0.654,Blues
0.00214,0.499,0.0072099999999999,0.178,0,36,0.0442,128.426,0.829,Blues
0.45,0.655,0.012,0.131,0,27,0.0725,123.937,0.844,Blues
0.195,0.362,0.00852,0.164,0,36,0.0779,121.895,0.633,Blues
0.64,0.794,1.08e-06,0.119,0,25,0.0465,99.4,0.594,Blues
0.0905,0.495,0,0.16,0,28,0.0327,117.522,0.609,Blues
0.000973,0.647,0.703,0.0777,0,58,0.0289999999999999,110.059,0.268,Blues
0.0288,0.459,0,0.278,0,26,0.0476,97.475,0.809,Blues
0.00336,0.343,8.72e-06,0.258,0,38,0.0444,174.134,0.668,Blues
0.0045,0.315,0.513,0.168,0,27,0.0518,134.333,0.324,Blues
0.172,0.768,0,0.089,0,0,0.0547,74.991,0.345,Blues
0.0695,0.374,0.456,0.262,1,44,0.0852,115.657,0.525,Blues
0.0757,0.341,3.55e-05,0.107,1,24,0.0418,158.716,0.592,Blues
0.0178,0.405,0,0.142,0,31,0.0346,116.327,0.274,Blues
0.0807,0.487,0.0013,0.145,0,43,0.0332,144.78,0.84,Blues
0.0499,0.625,4.27e-06,0.0457,0,29,0.0284,105.079,0.939,Blues
0.773,0.559,0.0045899999999999,0.959,0,25,0.155,117.832,0.282,Blues
0.103,0.599,0,0.0554,0,35,0.0607,120.147,0.747,Blues
0.0887,0.573,0.0213,0.263,0,38,0.0294,134.118,0.697,Blues
0.00611,0.709,0.0055299999999999,0.236,1,20,0.0427,102.026,0.95,Blues
0.000682,0.441,0.134,0.121,1,43,0.0291,105.254,0.114,Blues
0.00882,0.423,2.18e-05,0.341,0,28,0.0386,85.729,0.33,Blues
0.0493,0.675,6.32e-06,0.111,0,38,0.11,113.068,0.51,Blues
0.671,0.542,0.000449,0.0868,0,34,0.0376,129.976,0.15,Blues
0.0325,0.451,0.702,0.229,1,36,0.0312,179.991,0.329,Blues
0.133,0.379,1.34e-05,0.979,1,26,0.0786,152.772,0.722,Blues
0.0457,0.634,0.0868,0.171,0,33,0.0294,137.38,0.889,Blues
0.00043,0.647,0.00247,0.105,0,45,0.0255,125.111,0.393,Blues
0.184,0.543,8.05e-05,0.23,0,27,0.132,96.204,0.461,Blues
0.898,0.489,0,0.11,0,51,0.0281,72.36,0.486,Blues
0.111,0.37,0.00539,0.0727,0,33,0.0302,112.795,0.2,Blues
0.818,0.543,0.0329,0.728,1,0,0.0436,115.523,0.418,Blues
0.0462,0.24,0,0.272,0,40,0.0815,144.53,0.192,Blues
0.00503,0.577,7.35e-05,0.204,1,31,0.0721,122.177,0.569,Blues
0.11,0.343,8.92e-05,0.105,0,30,0.0584,184.045,0.294,Blues
0.409,0.518,0.0449,0.322,0,28,0.0497,120.941,0.358,Blues
0.00913,0.523,0.000159,0.165,1,41,0.0656,130.574,0.745,Blues
0.00434,0.271,0.0781,0.118,0,56,0.0384,186.366,0.819,Blues
0.625,0.541,8.47e-05,0.221,0,37,0.0547,119.111,0.675,Blues
7.46e-05,0.357,0.000155,0.273,0,41,0.0403,112.742,0.391,Blues
0.687,0.566,5.66e-06,0.186,0,29,0.027,99.044,0.355,Blues
0.135,0.513,0.00207,0.0997,1,36,0.0566,117.481,0.512,Blues
0.0827,0.611,0.00032,0.214,0,25,0.0352,148.276,0.81,Blues
0.808,0.546,0.00337,0.167,0,32,0.0304,136.899,0.393,Blues
0.112,0.889,0.000482,0.0571,1,20,0.034,113.986,0.963,Blues
0.82,0.594,0.000183,0.102,0,28,0.0403,114.161,0.57,Blues
0.729,0.668,4.97e-05,0.116,0,37,0.0682,155.957,0.837,Blues
0.0271,0.434,0.902,0.109,0,34,0.0279999999999999,73.062,0.45,Blues
0.00495,0.676,0.000871,0.201,0,35,0.0384,107.589,0.533,Blues
0.00422,0.417,0.00025,0.0657,0,35,0.0617,84.922,0.553,Blues
0.108,0.591,0.0458,0.236,0,28,0.0373,127.652,0.798,Blues
0.263,0.782,0,0.361,0,23,0.412,81.097,0.969,Blues
0.18,0.671,4.46e-06,0.171,0,27,0.0425,128.591,0.415,Blues
0.889,0.718,0.0507,0.193,1,38,0.131,117.347,0.703,Blues
0.642,0.583,4.13e-05,0.0796,0,30,0.0255,143.82,0.396,Blues
0.0191,0.555,0,0.189,0,30,0.0801,81.443,0.637,Blues
0.5,0.564,0.654,0.0731,0,41,0.0794,172.332,0.902,Blues
0.591,0.447,0.229,0.118,1,28,0.0326,123.926,0.57,Blues
0.247,0.674,0,0.0835,1,31,0.0717,89.057,0.626,Blues
0.0677,0.546,0.36,0.129,0,27,0.0387,122.08,0.216,Blues
0.2,0.395,0.00978,0.425,0,45,0.0339,80.939,0.731,Blues
0.3,0.413,0,0.238,0,39,0.0339,181.975,0.777,Blues
0.0908,0.546,0.00814,0.277,0,39,0.0393,145.652,0.863,Blues
0.953,0.676,0.0022,0.122,1,25,0.0608,173.67,0.579,Blues
0.00316,0.516,0,0.404,1,36,0.157,150.147,0.458,Blues
0.0504,0.655,6.13e-05,0.0546,1,34,0.159,79.112,0.592,Blues
0.0431,0.453,0.000344,0.0824,1,24,0.0454,149.156,0.422,Blues
0.471,0.356,0.368,0.205,0,30,0.0769,77.41,0.169,Blues
0.0307,0.364,0.803,0.17,0,30,0.154,105.019,0.629,Blues
0.54,0.66,0,0.17,0,29,0.0847,111.021,0.911,Blues
0.00626,0.418,0.883,0.181,0,36,0.0373,134.762,0.408,Blues
0.0222,0.58,0.266,0.0658,0,34,0.0612,118.619,0.834,Blues
0.751,0.339,0.137,0.101,1,38,0.0332,158.106,0.562,Blues
0.966,0.493,0.0208,0.113,0,33,0.0335,111.542,0.538,Blues
0.924,0.557,8.66e-05,0.11,0,41,0.0336,108.876,0.326,Blues
0.0112,0.676,0.000179,0.213,0,32,0.0864,123.586,0.698,Blues
0.274,0.34,0.0459,0.412,0,32,0.167,126.417,0.393,Blues
0.201,0.775,4.03e-06,0.0769,0,41,0.137,81.188,0.903,Blues
0.327,0.505,0,0.241,0,30,0.143,94.188,0.916,Blues
0.676,0.585,3.47e-05,0.0955,0,36,0.0335,84.96,0.598,Blues
0.000373,0.307,0.283,0.514,0,1,0.0361,124.346,0.516,Blues
0.845,0.514,0.202,0.895,0,0,0.0391,120.314,0.474,Blues
0.98,0.691,1.61e-05,0.0931,1,37,0.143,101.574,0.519,Blues
0.203,0.712,0.808,0.103,0,26,0.0888,105.869,0.501,Blues
0.0826,0.39,0,0.121,0,32,0.0473,77.698,0.15,Blues
0.351,0.538,0.000397,0.085,0,25,0.0337,121.376,0.396,Blues
0.928,0.381,0.000341,0.168,0,33,0.0293,134.154,0.327,Blues
0.0105,0.456,0.000233,0.0535,0,31,0.125,135.217,0.932,Blues
0.127,0.641,0.00632,0.354,0,55,0.0483,181.039,0.725,Blues
0.203,0.376,0,0.413,0,29,0.197,163.481,0.753,Blues
0.0064,0.363,0.251,0.102,0,35,0.0374,129.318,0.256,Blues
0.244,0.477,0.00788,0.238,0,44,0.0582,93.359,0.5,Blues
0.684,0.446,0.0017699999999999,0.163,0,38,0.045,97.19,0.565,Blues
0.946,0.311,0.0051,0.0518,1,44,0.0403,123,0.157,Blues
0.786,0.697,0.0007599999999999,0.142,1,29,0.0394,100.861,0.564,Blues
0.512,0.651,0.00531,0.111,0,32,0.134,120.893,0.897,Blues
0.308,0.435,0.384,0.0888,0,48,0.0509,140.868,0.927,Blues
0.0218,0.475,0.0221,0.391,0,49,0.0312,96.378,0.524,Blues
0.00326,0.428,0.000471,0.961,0,32,0.0419,121.703,0.669,Blues
0.000692,0.381,7.51e-06,0.122,0,49,0.0767,154.072,0.241,Blues
0.634,0.341,0,0.121,0,45,0.0288,150.17,0.377,Blues
0.397,0.631,4.27e-06,0.249,0,30,0.024,140.371,0.279,Blues
0.0536,0.736,0,0.181,1,58,0.0347,125.423,0.962,Blues
0.14,0.641,0.00278,0.186,1,36,0.0289,108.066,0.719,Blues
0.361,0.489,0.326,0.127,1,34,0.0721,74.037,0.28,Blues
0.426,0.403,0.0133,0.135,0,47,0.0257,81.675,0.471,Blues
0.289,0.546,0.000312,0.119,0,33,0.0326,129.955,0.534,Blues
0.175,0.397,0.00153,0.136,0,30,0.0423,155.884,0.612,Blues
0.0317,0.581,0,0.0644,0,21,0.315,189.955,0.731,Blues
0.16,0.531,0.67,0.108,0,38,0.0327,111.83,0.129,Blues
0.41,0.636,0,0.115,1,34,0.0244,99.305,0.8,Blues
0.365,0.638,0.0133,0.0764,0,37,0.0344,115.825,0.889,Blues
0.407,0.579,0.832,0.099,0,35,0.0367,169.486,0.778,Blues
0.0269,0.482,6.83e-06,0.0865,0,36,0.0944,123.78,0.377,Blues
0.565,0.397,0,0.888,0,32,0.135,98.381,0.471,Blues
0.107,0.545,2.72e-06,0.0889,0,26,0.0294,116.949,0.368,Blues
0.676,0.573,3.23e-05,0.194,0,23,0.0418,104.841,0.68,Blues
0.136,0.567,3.71e-05,0.0639,1,42,0.0722,137.984,0.341,Blues
0.48,0.214,0.00839,0.0517,0,63,0.389,175.561,0.447,Blues
0.0792,0.364,1.57e-05,0.0966,0,32,0.1,173.715,0.636,Blues
0.437,0.431,0.00153,0.692,0,40,0.0349,197.875,0.35,Blues
0.0177,0.581,1.47e-05,0.0962,0,24,0.0376,130.577,0.288,Blues
0.183,0.871,0,0.0516,1,24,0.0305,101.049,0.942,Blues
0.000828,0.534,0.00277,0.0704,0,21,0.045,133.097,0.713,Blues
0.109,0.674,0,0.147,0,42,0.0371,94.927,0.773,Blues
1.95e-05,0.247,0.0307,0.331,0,28,0.149,117.331,0.387,Blues
0.00252,0.401,0.00278,0.313,0,48,0.0299,82.132,0.691,Blues
0.496,0.69,0.0030399999999999,0.0883,0,27,0.0556,98.781,0.848,Blues
0.569,0.356,0.905,0.328,0,48,0.0412,142.768,0.518,Blues
0.661,0.454,0.0356,0.109,0,34,0.0339,154.375,0.503,Blues
0.17,0.544,0.0239,0.373,0,32,0.0439,160.11,0.655,Blues
0.00717,0.591,1.1e-05,0.144,0,18,0.0307,91.652,0.55,Blues
0.000322,0.327,0.00935,0.318,0,31,0.0294,95.719,0.656,Blues
0.289,0.76,7.95e-06,0.233,0,27,0.0352,107.602,0.868,Blues
0.000805,0.513,0.000976,0.183,0,27,0.0519,104.987,0.572,Blues
0.939,0.639,0.0009109999999999,0.144,0,28,0.136,92.305,0.328,Blues
0.258,0.35,0.284,0.34,0,22,0.0395,108.592,0.727,Blues
0.00486,0.431,1.28e-05,0.185,0,36,0.0347,153.344,0.822,Blues
0.198,0.644,0.00386,0.133,0,27,0.0289999999999999,79.011,0.287,Blues
0.406,0.699,0,0.344,0,31,0.0339,144.419,0.964,Blues
